"","SimNumber","beta","betap","gamma","gammap","vaxrate","ini_recovered","ini_infected","nu","mu","tdom"
"308",8,"1.4","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.7239490796814
"309",9,"1.4","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.39117595005537
"310",10,"1.4","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.43357789477654
"311",1,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.65442042588875
"312",2,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.57237308380886
"313",3,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.62968897563219
"314",4,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.71541315695135
"315",5,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.27609655138823
"316",6,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.7001180390448
"317",7,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.3722040402972
"318",8,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.65913016653032
"319",9,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.40368731679989
"320",10,"1.75","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.17665099455855
"321",1,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.42453678811686
"322",2,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.39926456885768
"323",3,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.19629276909653
"324",4,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.66601960551679
"325",5,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",4.04396406086144
"326",6,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.59006634649641
"327",7,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.40610466671158
"328",8,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.40585385291137
"329",9,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.1737516411666
"330",10,"2.1","1.75","0.7","0.7","0.5","0.01","0.01","0","0",3.62096785921308
"331",1,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.16642027099129
"332",2,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.21525117375766
"333",3,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.20371396279532
"334",4,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.02180270933802
"335",5,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.2908986507233
"336",6,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.35896776063998
"337",7,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.10806410382625
"338",8,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.12694311159317
"339",9,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",3.5184277643921
"340",10,"1.4","2","0.7","0.7","0.5","0.01","0.01","0","0",2.98395024503212
"341",1,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.09950498901948
"342",2,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.29796048110122
"343",3,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.25343186828887
"344",4,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.2780648728198
"345",5,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.05268937235012
"346",6,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.09270987478214
"347",7,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.39677376477164
"348",8,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.27216884855051
"349",9,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.23462855903801
"350",10,"1.75","2","0.7","0.7","0.5","0.01","0.01","0","0",3.22842632700063
"351",1,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.20175796768071
"352",2,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.41308065863082
"353",3,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.21246709219452
"354",4,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.35997004678901
"355",5,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.07022305935039
"356",6,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.18491314819067
"357",7,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.10959140590858
"358",8,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",2.96426415764072
"359",9,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.2409522821329
"360",10,"2.1","2","0.7","0.7","0.5","0.01","0.01","0","0",3.08880094016551
"361",1,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.35970539780206
"362",2,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",3.11913648946871
"363",3,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.62656749080169
"364",4,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.58032612849361
"365",5,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.38675736082438
"366",6,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.6624744204749
"367",7,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.87620065138197
"368",8,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.82527860502128
"369",9,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.88714064648465
"370",10,"1.4","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.60167091131317
"371",1,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.9180613034788
"372",2,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.63216044167995
"373",3,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.70397057988099
"374",4,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.59000073621211
"375",5,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.57132102678389
"376",6,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.68612122156267
"377",7,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.55199324994971
"378",8,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.82799024383435
"379",9,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.7936837060202
"380",10,"1.75","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.58350797454934
"381",1,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.66785984838635
"382",2,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.50070789840193
"383",3,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.76372331991323
"384",4,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.70534157356141
"385",5,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.59727430806536
"386",6,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.7506457719509
"387",7,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.65701704365393
"388",8,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.51848048817472
"389",9,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.89389137181921
"390",10,"2.1","1.25","0.7","0.7","0.75","0.01","0.01","0","0",2.79623785818026
"391",1,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.41392113511933
"392",2,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.4660670583582
"393",3,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.65154893020585
"394",4,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.73763739627498
"395",5,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.38449808633344
"396",6,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.4465938633468
"397",7,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.64615562603232
"398",8,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.46862022935232
"399",9,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.51640667322057
"400",10,"1.4","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.62547710156852
"401",1,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.38243893949957
"402",2,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.62349464391678
"403",3,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.46170776587891
"404",4,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.32969054939953
"405",5,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.33192519651804
"406",6,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.33217570835003
"407",7,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.4871667924479
"408",8,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.40648145495541
"409",9,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.63889617751762
"410",10,"1.75","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.47078492708595
"411",1,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.33157418846416
"412",2,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.6736034571888
"413",3,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.37845745208741
"414",4,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.38349645530077
"415",5,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.53980888105405
"416",6,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.31210650141354
"417",7,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.65158286064399
"418",8,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.448297830705
"419",9,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.37242862886939
"420",10,"2.1","1.5","0.7","0.7","0.75","0.01","0.01","0","0",2.33747729978967
"421",1,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.12311219792494
"422",2,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.23504554339817
"423",3,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.21736916262986
"424",4,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.19743045382582
"425",5,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.32071127289458
"426",6,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.36301161300522
"427",7,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.31856966550293
"428",8,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.23864374291181
"429",9,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.33779429278448
"430",10,"1.4","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.17942909207701
"431",1,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.18709027285176
"432",2,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.29541931032599
"433",3,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.24542326689204
"434",4,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.24964609732219
"435",5,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.39489115280727
"436",6,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.11485859747884
"437",7,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.17484257455152
"438",8,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.12871505920374
"439",9,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.30802996450658
"440",10,"1.75","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.29729874910661
"441",1,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.32223066468755
"442",2,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.21411373064185
"443",3,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.42805553917242
"444",4,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.30772575335785
"445",5,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.19727110473572
"446",6,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.25301059440379
"447",7,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.37804992493144
"448",8,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.30427038831096
"449",9,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.3159612612979
"450",10,"2.1","1.75","0.7","0.7","0.75","0.01","0.01","0","0",2.16362029816578
"451",1,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",1.98166885333555
"452",2,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",1.96920067418489
"453",3,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",2.11329669828081
"454",4,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",2.20193052205232
"455",5,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",2.03245140130631
"456",6,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",1.90379166236538
"457",7,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",2.11156130635196
"458",8,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",1.89513977301347
"459",9,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",2.0123373190985
"460",10,"1.4","2","0.7","0.7","0.75","0.01","0.01","0","0",2.2080173168431
"461",1,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.07019641775797
"462",2,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.12752361524814
"463",3,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.078676099442
"464",4,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.14437170187848
"465",5,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.10509158892873
"466",6,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.38245096525937
"467",7,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",2.29977802919316
"468",8,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",1.97753473088295
"469",9,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",1.9997410406456
"470",10,"1.75","2","0.7","0.7","0.75","0.01","0.01","0","0",1.94883640739827
"471",1,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.35273376278505
"472",2,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.02113320027263
"473",3,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.08623023494582
"474",4,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.16322801670818
"475",5,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.16556913066944
"476",6,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.01712557162163
"477",7,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.15905389895504
"478",8,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.15900842056407
"479",9,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",2.3426840365119
"480",10,"2.1","2","0.7","0.7","0.75","0.01","0.01","0","0",1.94040919993656
"481",1,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.288422149175
"482",2,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.00812833347823
"483",3,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.42290453536514
"484",4,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",7.05263110430184
"485",5,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.39696140869704
"486",6,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",4.93145582262959
"487",7,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.03428605642108
"488",8,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.46654579718407
"489",9,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",6.05736676660873
"490",10,"1.4","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.39364257491689
"491",1,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",4.9898486248249
"492",2,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.35972646941266
"493",3,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.63101460753401
"494",4,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.24757615372545
"495",5,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.2121995216847
"496",6,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.34015115706126
"497",7,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.20803387479443
"498",8,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.40212093914936
"499",9,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.37155494349244
"500",10,"1.75","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.34967517627172
"501",1,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.40666910202563
"502",2,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.27891424539712
"503",3,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.17606971122942
"504",4,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.54422235900009
"505",5,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.20766717350331
"506",6,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.26496244597106
"507",7,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.57150580619394
"508",8,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.15727316497079
"509",9,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.62807128650533
"510",10,"2.1","1.25","0.7","0.7","0","0.01","0.01","0.25","0",5.12239893951924
"511",1,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.59780504946066
"512",2,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.50646373802542
"513",3,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.59996771795049
"514",4,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.98366924370628
"515",5,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",5.23304741801709
"516",6,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.66698784109052
"517",7,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.73687432652198
"518",8,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.72228989586685
"519",9,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.67189539488094
"520",10,"1.4","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.41414127629458
"521",1,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.38495878689275
"522",2,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.87687104230249
"523",3,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.5048305103052
"524",4,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.83586050150088
"525",5,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",5.03608695217206
"526",6,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.60253149935373
"527",7,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.57785489692624
"528",8,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.82448638398965
"529",9,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.52612593570539
"530",10,"1.75","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.64269921159013
"531",1,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.6871932579621
"532",2,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.71115514787681
"533",3,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.72166117432126
"534",4,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.55498918545787
"535",5,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.74424531656803
"536",6,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.80508291982398
"537",7,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.97024216647847
"538",8,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.74157342696143
"539",9,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.7026268565514
"540",10,"2.1","1.5","0.7","0.7","0","0.01","0.01","0.25","0",4.92265064601333
"541",1,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.40758313716808
"542",2,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.36555624908514
"543",3,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",3.99602012905092
"544",4,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.42028635833212
"545",5,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.4716378463241
"546",6,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.25675965994859
"547",7,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.44173825132734
"548",8,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.24605826055162
"549",9,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.07277713512935
"550",10,"1.4","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.26269438566289
"551",1,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.48924518426631
"552",2,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.36163037447748
"553",3,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.3975242773793
"554",4,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.19247380465279
"555",5,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.44073299513996
"556",6,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.36024853050361
"557",7,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.27890821492299
"558",8,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.42450434801478
"559",9,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.19214157260342
"560",10,"1.75","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.48002610609571
"561",1,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.46858693008978
"562",2,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.22183029778234
"563",3,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.13028433569492
"564",4,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.22407946429264
"565",5,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.36017541351884
"566",6,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.34633930512075
"567",7,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.35709501437357
"568",8,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.29943097107009
"569",9,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.28680163611767
"570",10,"2.1","1.75","0.7","0.7","0","0.01","0.01","0.25","0",4.06403503581133
"571",1,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",4.01098312669799
"572",2,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",3.99274393140636
"573",3,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",3.91460336399369
"574",4,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",4.20146486607233
"575",5,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",3.70960039366646
"576",6,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",3.99797419938381
"577",7,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",4.3357121403652
"578",8,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",4.09129536263079
"579",9,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",3.88824594370439
"580",10,"1.4","2","0.7","0.7","0","0.01","0.01","0.25","0",3.93598620887442
"581",1,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",4.13505742676864
"582",2,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",4.08646738604382
"583",3,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",3.86596639328906
"584",4,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",4.10647599356884
"585",5,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",3.8170244503181
"586",6,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",3.9851079578607
"587",7,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",3.96264541801646
"588",8,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",3.97918415164051
"589",9,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",4.16296772220107
"590",10,"1.75","2","0.7","0.7","0","0.01","0.01","0.25","0",4.1147449373743
"591",1,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.94099065100847
"592",2,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.95464530264458
"593",3,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.8775776213027
"594",4,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",4.18692487224007
"595",5,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",4.07626614241328
"596",6,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.99915549542633
"597",7,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.74876102435983
"598",8,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",4.12663990769527
"599",9,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.89049842414295
"600",10,"2.1","2","0.7","0.7","0","0.01","0.01","0.25","0",3.72952086212977
"601",1,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.48223382330076
"602",2,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.28192434794194
"603",3,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.28198285808817
"604",4,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.34242071089362
"605",5,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.21798161383647
"606",6,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.21063087115826
"607",7,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.80734092609761
"608",8,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.6239577063097
"609",9,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.55379267665818
"610",10,"1.4","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.58285939522111
"611",1,"1.75","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.53487080002279
"612",2,"1.75","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.78947062252683
"613",3,"1.75","1.25","0.7","0.7","0.25","0.01","0.01","0.25","0",4.64528211592874
