"","SimNumber","beta","betap","gamma","gammap","vaxrate","ini_recovered","ini_infected","nu","mu","tdom"
"1400",100,"1.75","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.77191054952909
"1401",1,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.95885818575648
"1402",2,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.86470397372338
"1403",3,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.87778735449473
"1404",4,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.99549842688968
"1405",5,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.8114914259259
"1406",6,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.15705693087033
"1407",7,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.53487364808988
"1408",8,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.58288208983032
"1409",9,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.73771343562263
"1410",10,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.67738853498888
"1411",11,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.42108652753855
"1412",12,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.54645893959753
"1413",13,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.63184571970764
"1414",14,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.931612887482
"1415",15,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.02866731620547
"1416",16,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.16357446643897
"1417",17,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.30674136709916
"1418",18,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.83158968498328
"1419",19,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.71556399506179
"1420",20,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.84445426645459
"1421",21,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.0590092988848
"1422",22,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.78508009179538
"1423",23,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.41574116226044
"1424",24,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.36593390086556
"1425",25,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.96710149488242
"1426",26,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.68816137134339
"1427",27,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.21030010289001
"1428",28,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.9602822550262
"1429",29,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.75560392515769
"1430",30,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.34755624599148
"1431",31,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.67240044748761
"1432",32,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.50212208528717
"1433",33,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.4046667932349
"1434",34,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.08101193232333
"1435",35,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.16972501771757
"1436",36,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.96514129943743
"1437",37,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.24018677605902
"1438",38,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.61399652351201
"1439",39,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.45801231319962
"1440",40,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.38019258091955
"1441",41,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.31423364516329
"1442",42,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.82007977637925
"1443",43,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.85850516754431
"1444",44,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.21932252881559
"1445",45,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.77338327897688
"1446",46,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.00289712471504
"1447",47,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.48526126486581
"1448",48,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.6479901630633
"1449",49,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.6034224419163
"1450",50,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.27300113456487
"1451",51,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.75669094800106
"1452",52,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.58409451210531
"1453",53,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.10826417864696
"1454",54,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.28129808570066
"1455",55,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.05996528768297
"1456",56,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.75687209116698
"1457",57,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.80547832903404
"1458",58,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.86419612396871
"1459",59,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.92536925912589
"1460",60,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.94113916116019
"1461",61,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.86991754440448
"1462",62,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.85385086894398
"1463",63,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.88100363415414
"1464",64,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.13162111634487
"1465",65,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.90949954435067
"1466",66,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.84233641581818
"1467",67,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.70713188601578
"1468",68,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.85472918280777
"1469",69,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.64961422656737
"1470",70,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.36506782660164
"1471",71,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.07167060529489
"1472",72,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.97657388971828
"1473",73,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.09040448695511
"1474",74,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.39191206949534
"1475",75,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.87330145762981
"1476",76,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.61178337930028
"1477",77,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.68973600635443
"1478",78,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.04354495488842
"1479",79,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.32231788485246
"1480",80,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.11490027425064
"1481",81,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.4272775097703
"1482",82,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.49332659426284
"1483",83,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.71722262242197
"1484",84,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.68244004525573
"1485",85,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.5110557203696
"1486",86,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.63981458970039
"1487",87,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.65200238477734
"1488",88,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.06125158402345
"1489",89,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.82235692242199
"1490",90,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.60864865774974
"1491",91,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.87703325298031
"1492",92,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.67360136378093
"1493",93,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.87275142096223
"1494",94,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.95995427498228
"1495",95,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.32723315906885
"1496",96,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.99910553459091
"1497",97,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",7.10581378147067
"1498",98,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.58851810946979
"1499",99,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.65549846147344
"1500",100,"2.1","1.25","0.7","0.7","0.3","0.01","0.01","0","0",6.69488191263449
"1501",1,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.44559737958984
"1502",2,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.10096246362502
"1503",3,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.67004156910604
"1504",4,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.80529499431913
"1505",5,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.03156578066591
"1506",6,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.00289768852498
"1507",7,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.77498467902392
"1508",8,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.64209717885165
"1509",9,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.86477974598818
"1510",10,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.78682233416395
"1511",11,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.43928365580985
"1512",12,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.46980525048332
"1513",13,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.45492565076898
"1514",14,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.23437551299323
"1515",15,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.48050702732023
"1516",16,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.70905946100264
"1517",17,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.66227018693057
"1518",18,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.64868793778338
"1519",19,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.10547996712186
"1520",20,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",4.91662310389265
"1521",21,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.82686787497997
"1522",22,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.73540697669071
"1523",23,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.90854065391811
"1524",24,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.20812293650606
"1525",25,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.16898514090905
"1526",26,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.08470813334496
"1527",27,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.66281254279877
"1528",28,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.3374812453462
"1529",29,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.96134246456139
"1530",30,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.0928894158283
"1531",31,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.550137954299
"1532",32,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.12549771711851
"1533",33,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.10805242323558
"1534",34,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.84642576029841
"1535",35,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.55062522689788
"1536",36,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.46758936390664
"1537",37,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.37199645065917
"1538",38,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.79010788262188
"1539",39,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.76545866337898
"1540",40,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.9678407332228
"1541",41,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.09030792323862
"1542",42,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.93439220364761
"1543",43,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.43583008770874
"1544",44,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.68504223950129
"1545",45,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.22226926392449
"1546",46,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.36073191459507
"1547",47,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.86024751589446
"1548",48,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.78641959122839
"1549",49,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.15693408487409
"1550",50,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.51127265297414
"1551",51,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.70911154550067
"1552",52,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.19320875531425
"1553",53,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.22913291601621
"1554",54,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.98188260969242
"1555",55,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.7877331163508
"1556",56,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.53132455272803
"1557",57,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.34957432586812
"1558",58,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.77867268239432
"1559",59,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.71064681714446
"1560",60,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.61572836209745
"1561",61,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.12861219399137
"1562",62,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.64011249713699
"1563",63,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.30956404123236
"1564",64,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.81302579473085
"1565",65,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.72487270671304
"1566",66,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.11246305411687
"1567",67,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.05661195475145
"1568",68,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.8610327033083
"1569",69,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.81622178579674
"1570",70,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.11841073692418
"1571",71,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.07177689345338
"1572",72,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.40682893190256
"1573",73,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.18433412804836
"1574",74,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.74248949147393
"1575",75,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.23527870286309
"1576",76,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.77992158621522
"1577",77,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.65439637962365
"1578",78,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.88053111059261
"1579",79,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.93782362966074
"1580",80,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.00103191236748
"1581",81,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.2169736355566
"1582",82,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.16492708846993
"1583",83,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",4.9385407737513
"1584",84,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.64470541898818
"1585",85,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.58327315080908
"1586",86,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.13650008143911
"1587",87,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.75399873798608
"1588",88,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.51077984529053
"1589",89,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",4.88043077009696
"1590",90,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",4.83721606551423
"1591",91,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.82926601236504
"1592",92,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.12577587256007
"1593",93,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.58366345744472
"1594",94,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.37010795307375
"1595",95,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.05500440790764
"1596",96,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.00695188777253
"1597",97,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.53948309213615
"1598",98,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.778545481906
"1599",99,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.41805549429898
"1600",100,"1.4","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.65681627389327
"1601",1,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.71148964505783
"1602",2,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.70825785945799
"1603",3,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.93598193545521
"1604",4,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.52414213450776
"1605",5,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.22931590188168
"1606",6,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.28586931058295
"1607",7,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.39120464580374
"1608",8,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.5085681661747
"1609",9,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.42958950147821
"1610",10,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.53228454275674
"1611",11,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.4714499579463
"1612",12,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.83129989969955
"1613",13,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.531903586552
"1614",14,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.60338720301719
"1615",15,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.72795660503095
"1616",16,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.96611595573704
"1617",17,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.68308835322864
"1618",18,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.62501634756637
"1619",19,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.41621799082384
"1620",20,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.10990382439621
"1621",21,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.81273832342372
"1622",22,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.67827117138231
"1623",23,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.23922692700326
"1624",24,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.51831360888933
"1625",25,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.68356136010758
"1626",26,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.60213118191251
"1627",27,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.11926149069865
"1628",28,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.14877084147185
"1629",29,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.76899023425729
"1630",30,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.91451191597071
"1631",31,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.83764740352594
"1632",32,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.766463643533
"1633",33,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.19074415801843
"1634",34,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.54124674958614
"1635",35,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.80987578748404
"1636",36,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.09705476629083
"1637",37,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.46567083315348
"1638",38,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.67678248968949
"1639",39,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.38799409165036
"1640",40,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.54765159588394
"1641",41,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.45958118431242
"1642",42,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.80057796647207
"1643",43,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.06305335190631
"1644",44,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.22229642835201
"1645",45,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.07090282188806
"1646",46,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.26932543935585
"1647",47,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.71546781205784
"1648",48,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.11310888050396
"1649",49,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.64912635729734
"1650",50,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.73567274415279
"1651",51,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.65232463743294
"1652",52,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.76774611596428
"1653",53,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.53267074064277
"1654",54,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.45893257045047
"1655",55,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.25466454463691
"1656",56,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.90105390597346
"1657",57,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.73703432901699
"1658",58,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.88983611952632
"1659",59,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.69886300934564
"1660",60,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.89082567165641
"1661",61,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.30402719876612
"1662",62,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.94104239022395
"1663",63,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.22846792337528
"1664",64,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.76093907968721
"1665",65,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.30796345255138
"1666",66,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.0861858414258
"1667",67,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.29128245253499
"1668",68,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.08994437877313
"1669",69,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.34864643725651
"1670",70,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.69980697541961
"1671",71,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.24241603780049
"1672",72,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.50736161035167
"1673",73,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.47059556000855
"1674",74,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.65303687363278
"1675",75,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.90362745667892
"1676",76,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.72840728408479
"1677",77,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.65880761732658
"1678",78,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.14679819290118
"1679",79,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.75576014733598
"1680",80,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.54764355383313
"1681",81,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.71793472387516
"1682",82,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.31806859741476
"1683",83,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.78504765295731
"1684",84,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.41597871783253
"1685",85,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.63314249061103
"1686",86,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.47431254785053
"1687",87,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.99100842769553
"1688",88,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",6.12822581474249
"1689",89,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.46364641903623
"1690",90,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.38741511248361
"1691",91,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.71408997625182
"1692",92,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.14538601316312
"1693",93,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.08712308258791
"1694",94,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.65930569473637
"1695",95,"1.75","1.5","0.7","0.7","0.3","0.01","0.01","0","0",5.61999752492866
