"","nu","vaxrate","beta","betap","contrast","emmean","SE","df","lower.CL","upper.CL"
"238","0.25","0.5","2.1",".","linear",-2.51883258876865,0.385566754742212,1296,-3.957656928529,-1.0800082490083
"239","0.25","0.5","2.1",".","quadratic",0.212437311432981,0.172430694693515,1296,-0.4310244948441,0.855899117710062
"240","0.25","0.5","2.1",".","cubic",-0.0996029311185715,0.385566754742212,1296,-1.53842727087892,1.33922140864178
"241","0.5","0.5","2.1",".","linear",-1.50478902029087,0.385566754742212,1296,-2.94361336005122,-0.0659646805305141
"242","0.5","0.5","2.1",".","quadratic",0.174124439662038,0.172430694693514,1296,-0.469337366615038,0.817586245939114
"243","0.5","0.5","2.1",".","cubic",0.014093046010216,0.385566754742212,1296,-1.42473129375014,1.45291738577057
"244","0","0.75","2.1",".","linear",-1.78765363232245,0.38556675474221,1296,-3.22647797208279,-0.348829292562107
"245","0","0.75","2.1",".","quadratic",0.0945212139854829,0.172430694693515,1296,-0.548940592291595,0.73798302026256
"246","0","0.75","2.1",".","cubic",-0.0810431121703582,0.385566754742211,1296,-1.5198674519307,1.35778122758999
"247","0.25","0.75","2.1",".","linear",-0.280162810023421,0.385566754742216,1296,-1.71898714978379,1.15866152973694
"248","0.25","0.75","2.1",".","quadratic",0.386866925961114,0.172430694693515,1296,-0.256594880315965,1.03032873223819
"249","0.25","0.75","2.1",".","cubic",0.379848823345367,0.385566754742212,1296,-1.05897551641499,1.81867316310572
"250","0.5","0.75","2.1",".","linear",-1.20328334310953,0.385566754742202,1296,-2.64210768286985,0.235540996650783
"251","0.5","0.75","2.1",".","quadratic",0.0592436356300009,0.172430694693514,1296,-0.584218170647074,0.702705441907076
"252","0.5","0.75","2.1",".","cubic",-0.194755234822574,0.385566754742205,1296,-1.6335795745829,1.24406910493775
