"","contrast","nu","betap","beta","estimate","SE","df","lower.CL","upper.CL"
"206","vaxrate0 - vaxrate0.5","0.25","2","2.1",1.29215915828339,0.121926913502493,1296,0.96998992548834,1.61432839107844
"207","vaxrate0 - vaxrate0.75","0.25","2","2.1",1.6720821577291,0.121926913502494,1296,1.34991292493405,1.99425139052416
"208","vaxrate0.25 - vaxrate0.5","0.25","2","2.1",0.62720454763036,0.121926913502492,1296,0.305035314835313,0.949373780425407
"209","vaxrate0.25 - vaxrate0.75","0.25","2","2.1",1.00712754707607,0.121926913502491,1296,0.684958314281027,1.32929677987112
"210","vaxrate0.5 - vaxrate0.75","0.25","2","2.1",0.379922999445713,0.121926913502492,1296,0.0577537666506646,0.702092232240761
"211","vaxrate0 - vaxrate0.25","0.5","2","2.1",0.435790254903882,0.121926913502491,1296,0.113621022108837,0.757959487698927
"212","vaxrate0 - vaxrate0.5","0.5","2","2.1",0.903088546388878,0.12192691350249,1296,0.580919313593835,1.22525777918392
"213","vaxrate0 - vaxrate0.75","0.5","2","2.1",1.53347589182383,0.121926913502491,1296,1.21130665902879,1.85564512461888
"214","vaxrate0.25 - vaxrate0.5","0.5","2","2.1",0.467298291484996,0.12192691350249,1296,0.145129058689954,0.789467524280038
"215","vaxrate0.25 - vaxrate0.75","0.5","2","2.1",1.09768563691995,0.12192691350249,1296,0.775516404124907,1.41985486971499
"216","vaxrate0.5 - vaxrate0.75","0.5","2","2.1",0.630387345434954,0.121926913502489,1296,0.308218112639915,0.952556578229993
