"","areaType","areaName","areaCode","date","variant","cumWeeklySequenced","newWeeklyPercentage"
"319","nation","England","E92000001","2021-08-15","V-22OCT-01 (Omicron BQ.1)",0,0
"320","nation","England","E92000001","2021-08-15","VOC-21NOV-01 (Omicron BA.1)",0,0
"321","nation","England","E92000001","2021-08-15","VOC-22APR-03 (Omicron BA.4)",0,0
"322","nation","England","E92000001","2021-08-15","VOC-22APR-04 (Omicron BA.5)",0,0
"323","nation","England","E92000001","2021-08-15","VOC-22JAN-01 (Omicron BA.2)",0,0
"324","nation","England","E92000001","2021-08-15","unclassified_variant",0,0
"325","nation","England","E92000001","2021-08-22","Other",681497,0.11
"326","nation","England","E92000001","2021-08-22","V-20DEC-01 (Alpha)",681497,0.01
"327","nation","England","E92000001","2021-08-22","V-21APR-02 (Delta B.1.617.2)",681497,96.7
"328","nation","England","E92000001","2021-08-22","V-21OCT-01 (Delta AY 4.2)",681497,3.18
"329","nation","England","E92000001","2021-08-22","V-22DEC-01 (Omicron CH.1.1)",0,0
"330","nation","England","E92000001","2021-08-22","V-22JUL-01 (Omicron BA.2.75)",0,0
"331","nation","England","E92000001","2021-08-22","V-22OCT-01 (Omicron BQ.1)",0,0
"332","nation","England","E92000001","2021-08-22","VOC-21NOV-01 (Omicron BA.1)",0,0
"333","nation","England","E92000001","2021-08-22","VOC-22APR-03 (Omicron BA.4)",0,0
"334","nation","England","E92000001","2021-08-22","VOC-22APR-04 (Omicron BA.5)",0,0
"335","nation","England","E92000001","2021-08-22","VOC-22JAN-01 (Omicron BA.2)",0,0
"336","nation","England","E92000001","2021-08-22","unclassified_variant",0,0
"337","nation","England","E92000001","2021-08-29","Other",712712,0.11
"338","nation","England","E92000001","2021-08-29","V-20DEC-01 (Alpha)",712712,0.01
"339","nation","England","E92000001","2021-08-29","V-21APR-02 (Delta B.1.617.2)",712712,96.5
"340","nation","England","E92000001","2021-08-29","V-21OCT-01 (Delta AY 4.2)",712712,3.37
"341","nation","England","E92000001","2021-08-29","V-22DEC-01 (Omicron CH.1.1)",0,0
"342","nation","England","E92000001","2021-08-29","V-22JUL-01 (Omicron BA.2.75)",0,0
"343","nation","England","E92000001","2021-08-29","V-22OCT-01 (Omicron BQ.1)",0,0
"344","nation","England","E92000001","2021-08-29","VOC-21NOV-01 (Omicron BA.1)",0,0
"345","nation","England","E92000001","2021-08-29","VOC-22APR-03 (Omicron BA.4)",0,0
"346","nation","England","E92000001","2021-08-29","VOC-22APR-04 (Omicron BA.5)",0,0
"347","nation","England","E92000001","2021-08-29","VOC-22JAN-01 (Omicron BA.2)",0,0
"348","nation","England","E92000001","2021-08-29","unclassified_variant",0,0
"349","nation","England","E92000001","2021-09-05","Other",740839,0.17
"350","nation","England","E92000001","2021-09-05","V-20DEC-01 (Alpha)",740839,0
"351","nation","England","E92000001","2021-09-05","V-21APR-02 (Delta B.1.617.2)",740839,95.69
"352","nation","England","E92000001","2021-09-05","V-21OCT-01 (Delta AY 4.2)",740839,4.13
"353","nation","England","E92000001","2021-09-05","V-22DEC-01 (Omicron CH.1.1)",0,0
"354","nation","England","E92000001","2021-09-05","V-22JUL-01 (Omicron BA.2.75)",0,0
"355","nation","England","E92000001","2021-09-05","V-22OCT-01 (Omicron BQ.1)",0,0
"356","nation","England","E92000001","2021-09-05","VOC-21NOV-01 (Omicron BA.1)",0,0
"357","nation","England","E92000001","2021-09-05","VOC-22APR-03 (Omicron BA.4)",0,0
"358","nation","England","E92000001","2021-09-05","VOC-22APR-04 (Omicron BA.5)",0,0
"359","nation","England","E92000001","2021-09-05","VOC-22JAN-01 (Omicron BA.2)",0,0
"360","nation","England","E92000001","2021-09-05","unclassified_variant",0,0
"361","nation","England","E92000001","2021-09-12","Other",770898,0.19
"362","nation","England","E92000001","2021-09-12","V-20DEC-01 (Alpha)",770898,0.02
"363","nation","England","E92000001","2021-09-12","V-21APR-02 (Delta B.1.617.2)",770898,94.46
"364","nation","England","E92000001","2021-09-12","V-21OCT-01 (Delta AY 4.2)",770898,5.33
"365","nation","England","E92000001","2021-09-12","V-22DEC-01 (Omicron CH.1.1)",0,0
"366","nation","England","E92000001","2021-09-12","V-22JUL-01 (Omicron BA.2.75)",0,0
"367","nation","England","E92000001","2021-09-12","V-22OCT-01 (Omicron BQ.1)",0,0
"368","nation","England","E92000001","2021-09-12","VOC-21NOV-01 (Omicron BA.1)",0,0
"369","nation","England","E92000001","2021-09-12","VOC-22APR-03 (Omicron BA.4)",0,0
"370","nation","England","E92000001","2021-09-12","VOC-22APR-04 (Omicron BA.5)",0,0
"371","nation","England","E92000001","2021-09-12","VOC-22JAN-01 (Omicron BA.2)",0,0
"372","nation","England","E92000001","2021-09-12","unclassified_variant",0,0
"373","nation","England","E92000001","2021-09-19","Other",800033,0.2
"374","nation","England","E92000001","2021-09-19","V-20DEC-01 (Alpha)",800033,0.01
"375","nation","England","E92000001","2021-09-19","V-21APR-02 (Delta B.1.617.2)",800033,93.2
"376","nation","England","E92000001","2021-09-19","V-21OCT-01 (Delta AY 4.2)",800033,6.58
"377","nation","England","E92000001","2021-09-19","V-22DEC-01 (Omicron CH.1.1)",0,0
"378","nation","England","E92000001","2021-09-19","V-22JUL-01 (Omicron BA.2.75)",0,0
"379","nation","England","E92000001","2021-09-19","V-22OCT-01 (Omicron BQ.1)",0,0
"380","nation","England","E92000001","2021-09-19","VOC-21NOV-01 (Omicron BA.1)",0,0
"381","nation","England","E92000001","2021-09-19","VOC-22APR-03 (Omicron BA.4)",0,0
"382","nation","England","E92000001","2021-09-19","VOC-22APR-04 (Omicron BA.5)",0,0
"383","nation","England","E92000001","2021-09-19","VOC-22JAN-01 (Omicron BA.2)",0,0
"384","nation","England","E92000001","2021-09-19","unclassified_variant",0,0
"385","nation","England","E92000001","2021-09-26","Other",830262,0.44
"386","nation","England","E92000001","2021-09-26","V-20DEC-01 (Alpha)",0,0
"387","nation","England","E92000001","2021-09-26","V-21APR-02 (Delta B.1.617.2)",830262,91.74
"388","nation","England","E92000001","2021-09-26","V-21OCT-01 (Delta AY 4.2)",830262,7.81
"389","nation","England","E92000001","2021-09-26","V-22DEC-01 (Omicron CH.1.1)",0,0
"390","nation","England","E92000001","2021-09-26","V-22JUL-01 (Omicron BA.2.75)",0,0
"391","nation","England","E92000001","2021-09-26","V-22OCT-01 (Omicron BQ.1)",0,0
"392","nation","England","E92000001","2021-09-26","VOC-21NOV-01 (Omicron BA.1)",0,0
"393","nation","England","E92000001","2021-09-26","VOC-22APR-03 (Omicron BA.4)",0,0
"394","nation","England","E92000001","2021-09-26","VOC-22APR-04 (Omicron BA.5)",0,0
"395","nation","England","E92000001","2021-09-26","VOC-22JAN-01 (Omicron BA.2)",0,0
"396","nation","England","E92000001","2021-09-26","unclassified_variant",0,0
"397","nation","England","E92000001","2021-10-03","Other",862484,0.64
"398","nation","England","E92000001","2021-10-03","V-20DEC-01 (Alpha)",862484,0.01
"399","nation","England","E92000001","2021-10-03","V-21APR-02 (Delta B.1.617.2)",862484,90.86
"400","nation","England","E92000001","2021-10-03","V-21OCT-01 (Delta AY 4.2)",862484,8.5
"401","nation","England","E92000001","2021-10-03","V-22DEC-01 (Omicron CH.1.1)",0,0
"402","nation","England","E92000001","2021-10-03","V-22JUL-01 (Omicron BA.2.75)",0,0
"403","nation","England","E92000001","2021-10-03","V-22OCT-01 (Omicron BQ.1)",0,0
"404","nation","England","E92000001","2021-10-03","VOC-21NOV-01 (Omicron BA.1)",0,0
"405","nation","England","E92000001","2021-10-03","VOC-22APR-03 (Omicron BA.4)",0,0
"406","nation","England","E92000001","2021-10-03","VOC-22APR-04 (Omicron BA.5)",0,0
"407","nation","England","E92000001","2021-10-03","VOC-22JAN-01 (Omicron BA.2)",0,0
"408","nation","England","E92000001","2021-10-03","unclassified_variant",0,0
"409","nation","England","E92000001","2021-10-10","Other",892538,1.19
"410","nation","England","E92000001","2021-10-10","V-20DEC-01 (Alpha)",892538,0.01
"411","nation","England","E92000001","2021-10-10","V-21APR-02 (Delta B.1.617.2)",892538,89.65
"412","nation","England","E92000001","2021-10-10","V-21OCT-01 (Delta AY 4.2)",892538,9.16
"413","nation","England","E92000001","2021-10-10","V-22DEC-01 (Omicron CH.1.1)",0,0
"414","nation","England","E92000001","2021-10-10","V-22JUL-01 (Omicron BA.2.75)",0,0
"415","nation","England","E92000001","2021-10-10","V-22OCT-01 (Omicron BQ.1)",0,0
"416","nation","England","E92000001","2021-10-10","VOC-21NOV-01 (Omicron BA.1)",0,0
"417","nation","England","E92000001","2021-10-10","VOC-22APR-03 (Omicron BA.4)",0,0
"418","nation","England","E92000001","2021-10-10","VOC-22APR-04 (Omicron BA.5)",0,0
"419","nation","England","E92000001","2021-10-10","VOC-22JAN-01 (Omicron BA.2)",0,0
"420","nation","England","E92000001","2021-10-10","unclassified_variant",0,0
"421","nation","England","E92000001","2021-10-17","Other",927536,1.3
"422","nation","England","E92000001","2021-10-17","V-20DEC-01 (Alpha)",927536,0
"423","nation","England","E92000001","2021-10-17","V-21APR-02 (Delta B.1.617.2)",927536,87.93
"424","nation","England","E92000001","2021-10-17","V-21OCT-01 (Delta AY 4.2)",927536,10.77
"425","nation","England","E92000001","2021-10-17","V-22DEC-01 (Omicron CH.1.1)",0,0
"426","nation","England","E92000001","2021-10-17","V-22JUL-01 (Omicron BA.2.75)",0,0
"427","nation","England","E92000001","2021-10-17","V-22OCT-01 (Omicron BQ.1)",0,0
"428","nation","England","E92000001","2021-10-17","VOC-21NOV-01 (Omicron BA.1)",0,0
"429","nation","England","E92000001","2021-10-17","VOC-22APR-03 (Omicron BA.4)",0,0
"430","nation","England","E92000001","2021-10-17","VOC-22APR-04 (Omicron BA.5)",0,0
"431","nation","England","E92000001","2021-10-17","VOC-22JAN-01 (Omicron BA.2)",0,0
"432","nation","England","E92000001","2021-10-17","unclassified_variant",0,0
"433","nation","England","E92000001","2021-10-24","Other",961743,1.42
"434","nation","England","E92000001","2021-10-24","V-20DEC-01 (Alpha)",961743,0.01
"435","nation","England","E92000001","2021-10-24","V-21APR-02 (Delta B.1.617.2)",961743,86.18
"436","nation","England","E92000001","2021-10-24","V-21OCT-01 (Delta AY 4.2)",961743,12.39
"437","nation","England","E92000001","2021-10-24","V-22DEC-01 (Omicron CH.1.1)",0,0
"438","nation","England","E92000001","2021-10-24","V-22JUL-01 (Omicron BA.2.75)",0,0
"439","nation","England","E92000001","2021-10-24","V-22OCT-01 (Omicron BQ.1)",0,0
"440","nation","England","E92000001","2021-10-24","VOC-21NOV-01 (Omicron BA.1)",0,0
"441","nation","England","E92000001","2021-10-24","VOC-22APR-03 (Omicron BA.4)",0,0
"442","nation","England","E92000001","2021-10-24","VOC-22APR-04 (Omicron BA.5)",0,0
"443","nation","England","E92000001","2021-10-24","VOC-22JAN-01 (Omicron BA.2)",0,0
"444","nation","England","E92000001","2021-10-24","unclassified_variant",0,0
"445","nation","England","E92000001","2021-10-31","Other",998420,0.18
"446","nation","England","E92000001","2021-10-31","V-20DEC-01 (Alpha)",0,0
"447","nation","England","E92000001","2021-10-31","V-21APR-02 (Delta B.1.617.2)",998420,84.21
"448","nation","England","E92000001","2021-10-31","V-21OCT-01 (Delta AY 4.2)",998420,14.53
"449","nation","England","E92000001","2021-10-31","V-22DEC-01 (Omicron CH.1.1)",0,0
"450","nation","England","E92000001","2021-10-31","V-22JUL-01 (Omicron BA.2.75)",0,0
"451","nation","England","E92000001","2021-10-31","V-22OCT-01 (Omicron BQ.1)",0,0
"452","nation","England","E92000001","2021-10-31","VOC-21NOV-01 (Omicron BA.1)",998420,1.01
"453","nation","England","E92000001","2021-10-31","VOC-22APR-03 (Omicron BA.4)",0,0
"454","nation","England","E92000001","2021-10-31","VOC-22APR-04 (Omicron BA.5)",0,0
"455","nation","England","E92000001","2021-10-31","VOC-22JAN-01 (Omicron BA.2)",998420,0.07
"456","nation","England","E92000001","2021-10-31","unclassified_variant",0,0
"457","nation","England","E92000001","2021-11-07","Other",1042209,0.07
"458","nation","England","E92000001","2021-11-07","V-20DEC-01 (Alpha)",0,0
"459","nation","England","E92000001","2021-11-07","V-21APR-02 (Delta B.1.617.2)",1042209,81.7
"460","nation","England","E92000001","2021-11-07","V-21OCT-01 (Delta AY 4.2)",1042209,16.87
"461","nation","England","E92000001","2021-11-07","V-22DEC-01 (Omicron CH.1.1)",0,0
"462","nation","England","E92000001","2021-11-07","V-22JUL-01 (Omicron BA.2.75)",0,0
"463","nation","England","E92000001","2021-11-07","V-22OCT-01 (Omicron BQ.1)",0,0
"464","nation","England","E92000001","2021-11-07","VOC-21NOV-01 (Omicron BA.1)",1042209,1.21
"465","nation","England","E92000001","2021-11-07","VOC-22APR-03 (Omicron BA.4)",0,0
"466","nation","England","E92000001","2021-11-07","VOC-22APR-04 (Omicron BA.5)",0,0
"467","nation","England","E92000001","2021-11-07","VOC-22JAN-01 (Omicron BA.2)",1042209,0.14
"468","nation","England","E92000001","2021-11-07","unclassified_variant",0,0
"469","nation","England","E92000001","2021-11-14","Other",1087430,0.07
"470","nation","England","E92000001","2021-11-14","V-20DEC-01 (Alpha)",0,0
"471","nation","England","E92000001","2021-11-14","V-21APR-02 (Delta B.1.617.2)",1087430,78.91
"472","nation","England","E92000001","2021-11-14","V-21OCT-01 (Delta AY 4.2)",1087430,19.3
"473","nation","England","E92000001","2021-11-14","V-22DEC-01 (Omicron CH.1.1)",0,0
"474","nation","England","E92000001","2021-11-14","V-22JUL-01 (Omicron BA.2.75)",0,0
"475","nation","England","E92000001","2021-11-14","V-22OCT-01 (Omicron BQ.1)",0,0
"476","nation","England","E92000001","2021-11-14","VOC-21NOV-01 (Omicron BA.1)",1087430,1.5
"477","nation","England","E92000001","2021-11-14","VOC-22APR-03 (Omicron BA.4)",0,0
"478","nation","England","E92000001","2021-11-14","VOC-22APR-04 (Omicron BA.5)",0,0
"479","nation","England","E92000001","2021-11-14","VOC-22JAN-01 (Omicron BA.2)",1087430,0.21
"480","nation","England","E92000001","2021-11-14","unclassified_variant",0,0
"481","nation","England","E92000001","2021-11-21","Other",1136636,0.04
"482","nation","England","E92000001","2021-11-21","V-20DEC-01 (Alpha)",0,0
"483","nation","England","E92000001","2021-11-21","V-21APR-02 (Delta B.1.617.2)",1136636,76.95
"484","nation","England","E92000001","2021-11-21","V-21OCT-01 (Delta AY 4.2)",1136636,21.07
"485","nation","England","E92000001","2021-11-21","V-22DEC-01 (Omicron CH.1.1)",0,0
"486","nation","England","E92000001","2021-11-21","V-22JUL-01 (Omicron BA.2.75)",0,0
"487","nation","England","E92000001","2021-11-21","V-22OCT-01 (Omicron BQ.1)",0,0
"488","nation","England","E92000001","2021-11-21","VOC-21NOV-01 (Omicron BA.1)",1136636,1.63
"489","nation","England","E92000001","2021-11-21","VOC-22APR-03 (Omicron BA.4)",0,0
"490","nation","England","E92000001","2021-11-21","VOC-22APR-04 (Omicron BA.5)",0,0
"491","nation","England","E92000001","2021-11-21","VOC-22JAN-01 (Omicron BA.2)",1136636,0.3
"492","nation","England","E92000001","2021-11-21","unclassified_variant",0,0
"493","nation","England","E92000001","2021-11-28","Other",1193760,0.05
"494","nation","England","E92000001","2021-11-28","V-20DEC-01 (Alpha)",0,0
"495","nation","England","E92000001","2021-11-28","V-21APR-02 (Delta B.1.617.2)",1193760,73.57
"496","nation","England","E92000001","2021-11-28","V-21OCT-01 (Delta AY 4.2)",1193760,23.25
"497","nation","England","E92000001","2021-11-28","V-22DEC-01 (Omicron CH.1.1)",0,0
"498","nation","England","E92000001","2021-11-28","V-22JUL-01 (Omicron BA.2.75)",0,0
"499","nation","England","E92000001","2021-11-28","V-22OCT-01 (Omicron BQ.1)",0,0
"500","nation","England","E92000001","2021-11-28","VOC-21NOV-01 (Omicron BA.1)",1193760,2.73
"501","nation","England","E92000001","2021-11-28","VOC-22APR-03 (Omicron BA.4)",0,0
"502","nation","England","E92000001","2021-11-28","VOC-22APR-04 (Omicron BA.5)",0,0
"503","nation","England","E92000001","2021-11-28","VOC-22JAN-01 (Omicron BA.2)",1193760,0.4
"504","nation","England","E92000001","2021-11-28","unclassified_variant",0,0
"505","nation","England","E92000001","2021-12-05","Other",1252309,0.1
"506","nation","England","E92000001","2021-12-05","V-20DEC-01 (Alpha)",0,0
"507","nation","England","E92000001","2021-12-05","V-21APR-02 (Delta B.1.617.2)",1252309,61.9
"508","nation","England","E92000001","2021-12-05","V-21OCT-01 (Delta AY 4.2)",1252309,21.72
"509","nation","England","E92000001","2021-12-05","V-22DEC-01 (Omicron CH.1.1)",0,0
"510","nation","England","E92000001","2021-12-05","V-22JUL-01 (Omicron BA.2.75)",0,0
"511","nation","England","E92000001","2021-12-05","V-22OCT-01 (Omicron BQ.1)",0,0
"512","nation","England","E92000001","2021-12-05","VOC-21NOV-01 (Omicron BA.1)",1252309,15.63
"513","nation","England","E92000001","2021-12-05","VOC-22APR-03 (Omicron BA.4)",0,0
"514","nation","England","E92000001","2021-12-05","VOC-22APR-04 (Omicron BA.5)",0,0
"515","nation","England","E92000001","2021-12-05","VOC-22JAN-01 (Omicron BA.2)",1252309,0.65
"516","nation","England","E92000001","2021-12-05","unclassified_variant",0,0
"517","nation","England","E92000001","2021-12-12","Other",1318655,0.11
"518","nation","England","E92000001","2021-12-12","V-20DEC-01 (Alpha)",0,0
"519","nation","England","E92000001","2021-12-12","V-21APR-02 (Delta B.1.617.2)",1318655,28.54
"520","nation","England","E92000001","2021-12-12","V-21OCT-01 (Delta AY 4.2)",1318655,11.01
"521","nation","England","E92000001","2021-12-12","V-22DEC-01 (Omicron CH.1.1)",0,0
"522","nation","England","E92000001","2021-12-12","V-22JUL-01 (Omicron BA.2.75)",0,0
"523","nation","England","E92000001","2021-12-12","V-22OCT-01 (Omicron BQ.1)",0,0
"524","nation","England","E92000001","2021-12-12","VOC-21NOV-01 (Omicron BA.1)",1318655,59.61
"525","nation","England","E92000001","2021-12-12","VOC-22APR-03 (Omicron BA.4)",0,0
"526","nation","England","E92000001","2021-12-12","VOC-22APR-04 (Omicron BA.5)",0,0
"527","nation","England","E92000001","2021-12-12","VOC-22JAN-01 (Omicron BA.2)",1318655,0.74
"528","nation","England","E92000001","2021-12-12","unclassified_variant",0,0
"529","nation","England","E92000001","2021-12-19","Other",1368353,0.16
"530","nation","England","E92000001","2021-12-19","V-20DEC-01 (Alpha)",1368353,0
"531","nation","England","E92000001","2021-12-19","V-21APR-02 (Delta B.1.617.2)",1368353,11.05
"532","nation","England","E92000001","2021-12-19","V-21OCT-01 (Delta AY 4.2)",1368353,4.53
"533","nation","England","E92000001","2021-12-19","V-22DEC-01 (Omicron CH.1.1)",0,0
"534","nation","England","E92000001","2021-12-19","V-22JUL-01 (Omicron BA.2.75)",0,0
"535","nation","England","E92000001","2021-12-19","V-22OCT-01 (Omicron BQ.1)",0,0
"536","nation","England","E92000001","2021-12-19","VOC-21NOV-01 (Omicron BA.1)",1368353,82.93
"537","nation","England","E92000001","2021-12-19","VOC-22APR-03 (Omicron BA.4)",0,0
"538","nation","England","E92000001","2021-12-19","VOC-22APR-04 (Omicron BA.5)",0,0
"539","nation","England","E92000001","2021-12-19","VOC-22JAN-01 (Omicron BA.2)",1368353,1.32
"540","nation","England","E92000001","2021-12-19","unclassified_variant",0,0
"541","nation","England","E92000001","2021-12-26","Other",1434339,0.08
"542","nation","England","E92000001","2021-12-26","V-20DEC-01 (Alpha)",1434339,0
"543","nation","England","E92000001","2021-12-26","V-21APR-02 (Delta B.1.617.2)",1434339,3.17
"544","nation","England","E92000001","2021-12-26","V-21OCT-01 (Delta AY 4.2)",1434339,1.27
"545","nation","England","E92000001","2021-12-26","V-22DEC-01 (Omicron CH.1.1)",0,0
"546","nation","England","E92000001","2021-12-26","V-22JUL-01 (Omicron BA.2.75)",0,0
"547","nation","England","E92000001","2021-12-26","V-22OCT-01 (Omicron BQ.1)",0,0
"548","nation","England","E92000001","2021-12-26","VOC-21NOV-01 (Omicron BA.1)",1434339,94.19
"549","nation","England","E92000001","2021-12-26","VOC-22APR-03 (Omicron BA.4)",0,0
"550","nation","England","E92000001","2021-12-26","VOC-22APR-04 (Omicron BA.5)",0,0
"551","nation","England","E92000001","2021-12-26","VOC-22JAN-01 (Omicron BA.2)",1434339,1.29
"552","nation","England","E92000001","2021-12-26","unclassified_variant",0,0
"553","nation","England","E92000001","2022-01-02","Other",1510270,0.07
"554","nation","England","E92000001","2022-01-02","V-20DEC-01 (Alpha)",1510270,0
"555","nation","England","E92000001","2022-01-02","V-21APR-02 (Delta B.1.617.2)",1510270,1.47
"556","nation","England","E92000001","2022-01-02","V-21OCT-01 (Delta AY 4.2)",1510270,0.53
"557","nation","England","E92000001","2022-01-02","V-22DEC-01 (Omicron CH.1.1)",0,0
"558","nation","England","E92000001","2022-01-02","V-22JUL-01 (Omicron BA.2.75)",0,0
"559","nation","England","E92000001","2022-01-02","V-22OCT-01 (Omicron BQ.1)",1510270,0
"560","nation","England","E92000001","2022-01-02","VOC-21NOV-01 (Omicron BA.1)",1510270,96.37
"561","nation","England","E92000001","2022-01-02","VOC-22APR-03 (Omicron BA.4)",0,0
"562","nation","England","E92000001","2022-01-02","VOC-22APR-04 (Omicron BA.5)",0,0
"563","nation","England","E92000001","2022-01-02","VOC-22JAN-01 (Omicron BA.2)",1510270,1.57
"564","nation","England","E92000001","2022-01-02","unclassified_variant",0,0
"565","nation","England","E92000001","2022-01-09","Other",1569987,0.08
"566","nation","England","E92000001","2022-01-09","V-20DEC-01 (Alpha)",1569987,0
"567","nation","England","E92000001","2022-01-09","V-21APR-02 (Delta B.1.617.2)",1569987,0.61
"568","nation","England","E92000001","2022-01-09","V-21OCT-01 (Delta AY 4.2)",1569987,0.2
"569","nation","England","E92000001","2022-01-09","V-22DEC-01 (Omicron CH.1.1)",0,0
"570","nation","England","E92000001","2022-01-09","V-22JUL-01 (Omicron BA.2.75)",1569987,0
"571","nation","England","E92000001","2022-01-09","V-22OCT-01 (Omicron BQ.1)",0,0
"572","nation","England","E92000001","2022-01-09","VOC-21NOV-01 (Omicron BA.1)",1569987,96.5
"573","nation","England","E92000001","2022-01-09","VOC-22APR-03 (Omicron BA.4)",0,0
"574","nation","England","E92000001","2022-01-09","VOC-22APR-04 (Omicron BA.5)",0,0
"575","nation","England","E92000001","2022-01-09","VOC-22JAN-01 (Omicron BA.2)",1569987,2.61
"576","nation","England","E92000001","2022-01-09","unclassified_variant",0,0
"577","nation","England","E92000001","2022-01-16","Other",1632023,0.08
"578","nation","England","E92000001","2022-01-16","V-20DEC-01 (Alpha)",0,0
"579","nation","England","E92000001","2022-01-16","V-21APR-02 (Delta B.1.617.2)",1632023,0.23
"580","nation","England","E92000001","2022-01-16","V-21OCT-01 (Delta AY 4.2)",1632023,0.1
"581","nation","England","E92000001","2022-01-16","V-22DEC-01 (Omicron CH.1.1)",0,0
"582","nation","England","E92000001","2022-01-16","V-22JUL-01 (Omicron BA.2.75)",0,0
"583","nation","England","E92000001","2022-01-16","V-22OCT-01 (Omicron BQ.1)",0,0
"584","nation","England","E92000001","2022-01-16","VOC-21NOV-01 (Omicron BA.1)",1632023,95.23
"585","nation","England","E92000001","2022-01-16","VOC-22APR-03 (Omicron BA.4)",1632023,0
"586","nation","England","E92000001","2022-01-16","VOC-22APR-04 (Omicron BA.5)",0,0
"587","nation","England","E92000001","2022-01-16","VOC-22JAN-01 (Omicron BA.2)",1632023,4.36
"588","nation","England","E92000001","2022-01-16","unclassified_variant",0,0
"589","nation","England","E92000001","2022-01-23","Other",1687780,0.08
"590","nation","England","E92000001","2022-01-23","V-20DEC-01 (Alpha)",0,0
"591","nation","England","E92000001","2022-01-23","V-21APR-02 (Delta B.1.617.2)",1687780,0.07
"592","nation","England","E92000001","2022-01-23","V-21OCT-01 (Delta AY 4.2)",1687780,0.03
"593","nation","England","E92000001","2022-01-23","V-22DEC-01 (Omicron CH.1.1)",0,0
"594","nation","England","E92000001","2022-01-23","V-22JUL-01 (Omicron BA.2.75)",0,0
"595","nation","England","E92000001","2022-01-23","V-22OCT-01 (Omicron BQ.1)",0,0
"596","nation","England","E92000001","2022-01-23","VOC-21NOV-01 (Omicron BA.1)",1687780,91.7
"597","nation","England","E92000001","2022-01-23","VOC-22APR-03 (Omicron BA.4)",0,0
"598","nation","England","E92000001","2022-01-23","VOC-22APR-04 (Omicron BA.5)",0,0
"599","nation","England","E92000001","2022-01-23","VOC-22JAN-01 (Omicron BA.2)",1687780,8.11
"600","nation","England","E92000001","2022-01-23","unclassified_variant",0,0
"601","nation","England","E92000001","2022-01-30","Other",1753840,0.16
"602","nation","England","E92000001","2022-01-30","V-20DEC-01 (Alpha)",1753840,0
"603","nation","England","E92000001","2022-01-30","V-21APR-02 (Delta B.1.617.2)",1753840,0.05
"604","nation","England","E92000001","2022-01-30","V-21OCT-01 (Delta AY 4.2)",1753840,0.02
"605","nation","England","E92000001","2022-01-30","V-22DEC-01 (Omicron CH.1.1)",1753840,0
"606","nation","England","E92000001","2022-01-30","V-22JUL-01 (Omicron BA.2.75)",0,0
"607","nation","England","E92000001","2022-01-30","V-22OCT-01 (Omicron BQ.1)",1753840,0
"608","nation","England","E92000001","2022-01-30","VOC-21NOV-01 (Omicron BA.1)",1753840,84.41
"609","nation","England","E92000001","2022-01-30","VOC-22APR-03 (Omicron BA.4)",1753840,0
"610","nation","England","E92000001","2022-01-30","VOC-22APR-04 (Omicron BA.5)",1753840,0.01
"611","nation","England","E92000001","2022-01-30","VOC-22JAN-01 (Omicron BA.2)",1753840,15.35
"612","nation","England","E92000001","2022-01-30","unclassified_variant",0,0
"613","nation","England","E92000001","2022-02-06","Other",1813903,0.18
"614","nation","England","E92000001","2022-02-06","V-20DEC-01 (Alpha)",0,0
"615","nation","England","E92000001","2022-02-06","V-21APR-02 (Delta B.1.617.2)",1813903,0.02
"616","nation","England","E92000001","2022-02-06","V-21OCT-01 (Delta AY 4.2)",1813903,0.01
"617","nation","England","E92000001","2022-02-06","V-22DEC-01 (Omicron CH.1.1)",0,0
"618","nation","England","E92000001","2022-02-06","V-22JUL-01 (Omicron BA.2.75)",0,0
"619","nation","England","E92000001","2022-02-06","V-22OCT-01 (Omicron BQ.1)",1813903,0
"620","nation","England","E92000001","2022-02-06","VOC-21NOV-01 (Omicron BA.1)",1813903,75.5
"621","nation","England","E92000001","2022-02-06","VOC-22APR-03 (Omicron BA.4)",0,0
"622","nation","England","E92000001","2022-02-06","VOC-22APR-04 (Omicron BA.5)",1813903,0
"623","nation","England","E92000001","2022-02-06","VOC-22JAN-01 (Omicron BA.2)",1813903,24.27
"624","nation","England","E92000001","2022-02-06","unclassified_variant",0,0
"625","nation","England","E92000001","2022-02-13","Other",1870584,0.27
"626","nation","England","E92000001","2022-02-13","V-20DEC-01 (Alpha)",0,0
"627","nation","England","E92000001","2022-02-13","V-21APR-02 (Delta B.1.617.2)",1870584,0.03
"628","nation","England","E92000001","2022-02-13","V-21OCT-01 (Delta AY 4.2)",1870584,0.01
"629","nation","England","E92000001","2022-02-13","V-22DEC-01 (Omicron CH.1.1)",0,0
"630","nation","England","E92000001","2022-02-13","V-22JUL-01 (Omicron BA.2.75)",0,0
"631","nation","England","E92000001","2022-02-13","V-22OCT-01 (Omicron BQ.1)",0,0
"632","nation","England","E92000001","2022-02-13","VOC-21NOV-01 (Omicron BA.1)",1870584,58.85
"633","nation","England","E92000001","2022-02-13","VOC-22APR-03 (Omicron BA.4)",1870584,0
"634","nation","England","E92000001","2022-02-13","VOC-22APR-04 (Omicron BA.5)",1870584,0
"635","nation","England","E92000001","2022-02-13","VOC-22JAN-01 (Omicron BA.2)",1870584,40.84
"636","nation","England","E92000001","2022-02-13","unclassified_variant",0,0
